,opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,cycle_duration,quarter_close,account_sector,account_revenue,account_employees,office_location,size_category,manager,regional_office,series,sales_price
4361,OBFCOV33,Markita Hansen,MG Advanced,Scotfind,Won,2017-08-24,2017-12-08,4139.0,106.0,Q4 2017,Software,6354.87,16780,United States,Enterprise,Celia Rouche,West,MG,3393
4362,78OETKRD,Marty Freudenburg,GTX Plus Pro,dambase,Won,2017-08-24,2017-11-03,6322.0,71.0,Q4 2017,Marketing,2173.98,2928,United States,Enterprise,Melvin Marxen,Central,GTX,5482
4365,Y1FWLR93,Reed Clapper,GTX Plus Pro,Kan-code,Won,2017-08-24,2017-09-02,5415.0,9.0,Q3 2017,Software,11698.03,34288,United States,Enterprise,Rocco Neubert,East,GTX,5482
4366,ORUHS3Q2,Rosalina Dieter,GTX Basic,Sonron,Won,2017-08-24,2017-11-17,432.0,85.0,Q4 2017,Telecommunications,1699.85,5108,United States,Enterprise,Celia Rouche,West,GTX,550
4367,9RLSCMM9,Rosalina Dieter,MG Special,Condax,Won,2017-08-24,2017-08-30,53.0,6.0,Q3 2017,Medical,4.54,9,United States,SMB,Celia Rouche,West,MG,55
4368,3QS2B6IN,Versie Hillebrand,MG Special,Rundofase,Won,2017-08-24,2017-09-03,57.0,10.0,Q3 2017,Technolgy,1008.06,1238,United States,Mid-Market,Dustin Brinkmann,Central,MG,55
4369,XCB9CPID,Versie Hillebrand,MG Special,Streethex,Won,2017-08-24,2017-12-09,56.0,107.0,Q4 2017,Retail,1376.8,1165,Belgium,Mid-Market,Dustin Brinkmann,Central,MG,55
4370,7EJJ9KVZ,Violet Mclelland,MG Special,Donware,Won,2017-08-24,2017-09-03,55.0,10.0,Q3 2017,Marketing,1197.44,2570,United States,Enterprise,Cara Losch,East,MG,55
4371,M4MOGAS4,Violet Mclelland,MG Advanced,Acme Corporation,Won,2017-08-24,2017-08-25,3146.0,1.0,Q3 2017,Technolgy,1100.04,2822,United States,Enterprise,Cara Losch,East,MG,3393
4372,ZNU9YDS9,Anna Snelling,MG Special,Stanredtax,Won,2017-08-25,2017-11-03,67.0,70.0,Q4 2017,Finance,1698.2,3798,United States,Enterprise,Dustin Brinkmann,Central,MG,55
4374,PDI7F0LR,Cassey Cress,MG Advanced,Ganjaflex,Won,2017-08-25,2017-12-04,2613.0,101.0,Q4 2017,Retail,5158.71,17479,Japan,Enterprise,Rocco Neubert,East,MG,3393
4375,KJ93MS4W,Corliss Cosme,GTX Plus Basic,Yearin,Won,2017-08-25,2017-11-02,977.0,69.0,Q4 2017,Retail,2261.05,3851,United States,Enterprise,Cara Losch,East,GTX,1096
4379,9RGQ8HED,Garret Kinder,MG Special,Zotware,Won,2017-08-25,2017-12-29,54.0,126.0,Q4 2017,Software,4478.47,13809,United States,Enterprise,Cara Losch,East,MG,55
4380,RSSYISWE,Hayden Neloms,MG Advanced,Labdrill,Won,2017-08-25,2017-12-01,3331.0,98.0,Q4 2017,Medical,2741.37,9226,United States,Enterprise,Celia Rouche,West,MG,3393
4381,67ORNLJ3,Jonathan Berthelot,GTX Basic,Dontechi,Won,2017-08-25,2017-09-05,474.0,11.0,Q3 2017,Software,4618.0,10083,United States,Enterprise,Melvin Marxen,Central,GTX,550
4383,DIVKSHY7,Kami Bicknell,GTX Plus Basic,Condax,Won,2017-08-25,2017-11-13,994.0,80.0,Q4 2017,Medical,4.54,9,United States,SMB,Summer Sewald,West,GTX,1096
4384,RLTHGLLJ,Kami Bicknell,GTX Plus Pro,Singletechno,Won,2017-08-25,2017-11-23,4773.0,90.0,Q4 2017,Retail,2214.94,5374,United States,Enterprise,Summer Sewald,West,GTX,5482
4387,PWOX6RY8,Niesha Huffines,MG Special,Rangreen,Won,2017-08-25,2017-11-22,63.0,89.0,Q4 2017,Technolgy,2938.67,8775,Panama,Enterprise,Melvin Marxen,Central,MG,55
4388,0VG9PGMI,Rosalina Dieter,GTX Plus Pro,Hatfan,Won,2017-08-25,2017-09-13,6391.0,19.0,Q3 2017,Services,792.46,1299,United States,Mid-Market,Celia Rouche,West,GTX,5482
4389,LKFYC5X3,Rosie Papadopoulos,MG Special,Donware,Won,2017-08-25,2017-12-15,58.0,112.0,Q4 2017,Marketing,1197.44,2570,United States,Enterprise,Cara Losch,East,MG,55
4390,984H5OG0,Versie Hillebrand,MG Special,Finhigh,Won,2017-08-25,2017-12-04,54.0,101.0,Q4 2017,Finance,1102.43,1759,United States,Enterprise,Dustin Brinkmann,Central,MG,55
4392,1SKGHPHL,Vicki Laflamme,GTX Plus Pro,Rantouch,Won,2017-08-25,2017-11-21,5129.0,88.0,Q4 2017,Telecommunications,1188.42,3015,United States,Enterprise,Celia Rouche,West,GTX,5482
4396,6HE07D76,Zane Levy,GTX Basic,Hatfan,Won,2017-08-25,2017-11-19,454.0,86.0,Q4 2017,Services,792.46,1299,United States,Mid-Market,Summer Sewald,West,GTX,550
4397,64CTQ6C5,Anna Snelling,GTX Plus Pro,Bioholding,Won,2017-08-26,2017-11-02,6659.0,68.0,Q4 2017,Medical,587.34,1356,Philipines,Mid-Market,Dustin Brinkmann,Central,GTX,5482
4398,5J4Z0RYC,Cassey Cress,GTX Basic,Bioplex,Won,2017-08-26,2017-09-08,572.0,13.0,Q3 2017,Medical,326.82,1016,United States,Mid-Market,Rocco Neubert,East,GTX,550
4399,ERWWQ79N,Corliss Cosme,GTX Plus Basic,Bubba Gump,Won,2017-08-26,2017-11-19,1046.0,85.0,Q4 2017,Software,987.39,2253,United States,Enterprise,Cara Losch,East,GTX,1096
4400,08O63ECM,Donn Cantrell,MG Advanced,Gekko & Co,Won,2017-08-26,2017-12-01,3281.0,97.0,Q4 2017,Retail,2520.83,3502,United States,Enterprise,Rocco Neubert,East,MG,3393
4402,DUJ52ZYK,Hayden Neloms,MG Advanced,Singletechno,Won,2017-08-26,2017-09-10,3462.0,15.0,Q3 2017,Retail,2214.94,5374,United States,Enterprise,Celia Rouche,West,MG,3393
4403,N2C3ASJ9,James Ascencio,GTX Plus Pro,Scotfind,Won,2017-08-26,2017-09-06,6029.0,11.0,Q3 2017,Software,6354.87,16780,United States,Enterprise,Summer Sewald,West,GTX,5482
4405,62WFO2I3,Kami Bicknell,GTX Basic,Finjob,Won,2017-08-26,2017-12-04,566.0,100.0,Q4 2017,Employment,2059.9,3644,United States,Enterprise,Summer Sewald,West,GTX,550
4407,ZQHJNTDK,Moses Frase,GTX Plus Basic,Isdom,Won,2017-08-26,2017-11-13,1042.0,79.0,Q4 2017,Medical,3178.24,4540,United States,Enterprise,Dustin Brinkmann,Central,GTX,1096
4408,K0IV66AV,Reed Clapper,GTX Basic,Betasoloin,Won,2017-08-26,2017-11-07,539.0,73.0,Q4 2017,Medical,251.41,495,United States,SMB,Rocco Neubert,East,GTX,550
4409,KJ4NAGS5,Rosalina Dieter,MG Special,Kan-code,Won,2017-08-26,2017-11-16,56.0,82.0,Q4 2017,Software,11698.03,34288,United States,Enterprise,Celia Rouche,West,MG,55
4410,70A4A2GV,Versie Hillebrand,MG Special,Gogozoom,Won,2017-08-26,2017-11-28,60.0,94.0,Q4 2017,Telecommunications,86.68,187,United States,SMB,Dustin Brinkmann,Central,MG,55
4412,43FW6W9O,Vicki Laflamme,MG Advanced,Sunnamplex,Won,2017-08-26,2017-11-04,3966.0,70.0,Q4 2017,Marketing,894.37,1593,Poland,Enterprise,Celia Rouche,West,MG,3393
4414,41S0S9KP,Wilburn Farren,GTX Basic,Umbrella Corporation,Won,2017-08-26,2017-11-23,471.0,89.0,Q4 2017,Finance,2022.14,5113,United States,Enterprise,Cara Losch,East,GTX,550
4415,JESVHYTG,Anna Snelling,GTX Basic,Cancity,Won,2017-08-27,2017-09-05,597.0,9.0,Q3 2017,Retail,718.62,2448,United States,Enterprise,Dustin Brinkmann,Central,GTX,550
4416,P3HO0L6P,Anna Snelling,MG Special,Condax,Won,2017-08-27,2017-11-14,53.0,79.0,Q4 2017,Medical,4.54,9,United States,SMB,Dustin Brinkmann,Central,MG,55
4417,6GDZDVTV,Anna Snelling,MG Special,Dontechi,Won,2017-08-27,2017-09-13,59.0,17.0,Q3 2017,Software,4618.0,10083,United States,Enterprise,Dustin Brinkmann,Central,MG,55
4419,Y5A5G2L5,Cassey Cress,GTX Basic,Bubba Gump,Won,2017-08-27,2017-12-08,606.0,103.0,Q4 2017,Software,987.39,2253,United States,Enterprise,Rocco Neubert,East,GTX,550
4424,FMMAQM87,Kami Bicknell,GTX Basic,Green-Plus,Won,2017-08-27,2017-09-09,596.0,13.0,Q3 2017,Services,692.19,1922,United States,Enterprise,Summer Sewald,West,GTX,550
4425,46UITTY6,Kary Hendrixson,GTX Basic,Singletechno,Won,2017-08-27,2017-11-04,545.0,69.0,Q4 2017,Retail,2214.94,5374,United States,Enterprise,Summer Sewald,West,GTX,550
4426,KK5YBPU6,Markita Hansen,GTX Basic,Labdrill,Won,2017-08-27,2017-08-29,548.0,2.0,Q3 2017,Medical,2741.37,9226,United States,Enterprise,Celia Rouche,West,GTX,550
4428,G2C5RKTN,Reed Clapper,GTX Basic,Umbrella Corporation,Won,2017-08-27,2017-09-21,415.0,25.0,Q3 2017,Finance,2022.14,5113,United States,Enterprise,Rocco Neubert,East,GTX,550
4429,UJT04PL7,Zane Levy,GTX Basic,Plusstrip,Won,2017-08-27,2017-11-29,498.0,94.0,Q4 2017,Entertainment,349.81,315,United States,SMB,Summer Sewald,West,GTX,550
4430,DCIFTBM0,Boris Faz,GTX Basic,Condax,Won,2017-08-28,2017-12-21,489.0,115.0,Q4 2017,Medical,4.54,9,United States,SMB,Rocco Neubert,East,GTX,550
4431,BTZ06Z6O,Boris Faz,GTX Plus Basic,Ontomedia,Won,2017-08-28,2017-09-05,1022.0,8.0,Q3 2017,Employment,882.12,2769,United States,Enterprise,Rocco Neubert,East,GTX,1096
4433,ZTYHMEQY,Darcel Schlecht,GTX Basic,Cancity,Won,2017-08-28,2017-09-11,525.0,14.0,Q3 2017,Retail,718.62,2448,United States,Enterprise,Melvin Marxen,Central,GTX,550
4434,IOTAHMQX,Darcel Schlecht,GTX Plus Basic,Codehow,Won,2017-08-28,2017-09-07,1252.0,10.0,Q3 2017,Software,2714.9,2641,United States,Enterprise,Melvin Marxen,Central,GTX,1096
4436,1T91NEIV,Gladys Colclough,MG Special,Conecom,Won,2017-08-28,2017-09-11,63.0,14.0,Q3 2017,Technolgy,1520.66,1806,United States,Enterprise,Melvin Marxen,Central,MG,55
4438,G0QOVMMS,Kami Bicknell,GTX Basic,Zoomit,Won,2017-08-28,2017-12-28,474.0,122.0,Q4 2017,Entertainment,324.19,978,United States,Mid-Market,Summer Sewald,West,GTX,550
4439,FG79OR5X,Kami Bicknell,GTX Plus Basic,Xx-holding,Won,2017-08-28,2017-11-19,1132.0,83.0,Q4 2017,Finance,7537.24,20293,United States,Enterprise,Summer Sewald,West,GTX,1096
4441,VY0QPLGN,Lajuana Vencill,GTX Plus Basic,dambase,Won,2017-08-28,2017-11-12,1215.0,76.0,Q4 2017,Marketing,2173.98,2928,United States,Enterprise,Dustin Brinkmann,Central,GTX,1096
4442,XP1PQSPC,Markita Hansen,GTX Plus Basic,Kan-code,Won,2017-08-28,2017-09-27,1081.0,30.0,Q3 2017,Software,11698.03,34288,United States,Enterprise,Celia Rouche,West,GTX,1096
4443,K3KT8S1F,Markita Hansen,MG Special,Sonron,Won,2017-08-28,2017-11-07,49.0,71.0,Q4 2017,Telecommunications,1699.85,5108,United States,Enterprise,Celia Rouche,West,MG,55
4444,5CIT07UC,Maureen Marcano,GTX Basic,Hottechi,Won,2017-08-28,2017-09-14,653.0,17.0,Q3 2017,Technolgy,8170.38,16499,Korea,Enterprise,Summer Sewald,West,GTX,550
4447,0WGCUB3L,Niesha Huffines,GTX Plus Basic,Rundofase,Won,2017-08-28,2017-09-13,1105.0,16.0,Q3 2017,Technolgy,1008.06,1238,United States,Mid-Market,Melvin Marxen,Central,GTX,1096
4448,QCN2DZQQ,Reed Clapper,GTX Plus Basic,The New York Inquirer,Won,2017-08-28,2017-09-21,948.0,24.0,Q3 2017,Medical,439.21,792,United States,Mid-Market,Rocco Neubert,East,GTX,1096
4452,233HYDSP,Anna Snelling,MG Special,Gogozoom,Won,2017-08-29,2017-12-03,44.0,96.0,Q4 2017,Telecommunications,86.68,187,United States,SMB,Dustin Brinkmann,Central,MG,55
4454,U68B4UQU,Cecily Lampkin,GTX Plus Pro,Treequote,Won,2017-08-29,2017-09-13,5096.0,15.0,Q3 2017,Telecommunications,5266.09,8595,United States,Enterprise,Dustin Brinkmann,Central,GTX,5482
4455,73EBDWP4,Cecily Lampkin,GTX Plus Pro,Warephase,Won,2017-08-29,2017-09-30,4994.0,32.0,Q3 2017,Services,2041.73,5276,United States,Enterprise,Dustin Brinkmann,Central,GTX,5482
4456,FQQ3XQNG,Corliss Cosme,GTX Plus Basic,Donquadtech,Won,2017-08-29,2017-12-01,1251.0,94.0,Q4 2017,Technolgy,1712.68,3194,United States,Enterprise,Cara Losch,East,GTX,1096
4457,C4KZVTYR,Donn Cantrell,GTX Basic,Gekko & Co,Won,2017-08-29,2017-11-11,602.0,74.0,Q4 2017,Retail,2520.83,3502,United States,Enterprise,Rocco Neubert,East,GTX,550
4458,HWXJWHGI,Donn Cantrell,GTX Basic,Sumace,Won,2017-08-29,2017-09-08,600.0,10.0,Q3 2017,Retail,167.89,493,Romania,SMB,Rocco Neubert,East,GTX,550
4459,W36MU0PW,Donn Cantrell,GTX Basic,Yearin,Won,2017-08-29,2017-09-09,595.0,11.0,Q3 2017,Retail,2261.05,3851,United States,Enterprise,Rocco Neubert,East,GTX,550
4461,DC2NI04U,Hayden Neloms,MG Advanced,Hottechi,Won,2017-08-29,2017-12-31,3064.0,124.0,Q4 2017,Technolgy,8170.38,16499,Korea,Enterprise,Celia Rouche,West,MG,3393
4465,J3K9EXW0,Reed Clapper,GTX Plus Pro,Acme Corporation,Won,2017-08-29,2017-12-25,5790.0,118.0,Q4 2017,Technolgy,1100.04,2822,United States,Enterprise,Rocco Neubert,East,GTX,5482
4466,GSPDR7BH,Versie Hillebrand,GTX Basic,Cancity,Won,2017-08-29,2017-11-02,672.0,65.0,Q4 2017,Retail,718.62,2448,United States,Enterprise,Dustin Brinkmann,Central,GTX,550
4467,MB0XTICR,Versie Hillebrand,MG Special,Bioholding,Won,2017-08-29,2017-12-08,62.0,101.0,Q4 2017,Medical,587.34,1356,Philipines,Mid-Market,Dustin Brinkmann,Central,MG,55
4469,O3Q5B86F,Anna Snelling,GTX Plus Basic,Warephase,Won,2017-08-30,2017-12-26,1118.0,118.0,Q4 2017,Services,2041.73,5276,United States,Enterprise,Dustin Brinkmann,Central,GTX,1096
4470,PE3P7M7S,Anna Snelling,MG Special,Statholdings,Won,2017-08-30,2017-09-08,55.0,9.0,Q3 2017,Employment,291.27,586,United States,SMB,Dustin Brinkmann,Central,MG,55
4471,G7NU2YCG,Cassey Cress,MG Special,Iselectrics,Won,2017-08-30,2017-09-08,57.0,9.0,Q3 2017,Technolgy,527.11,1428,United States,Mid-Market,Rocco Neubert,East,MG,55
4472,R9RWFEEJ,Corliss Cosme,MG Special,Gekko & Co,Won,2017-08-30,2017-11-23,59.0,85.0,Q4 2017,Retail,2520.83,3502,United States,Enterprise,Cara Losch,East,MG,55
4475,CQELCLO0,Donn Cantrell,GTX Plus Basic,Zathunicon,Won,2017-08-30,2017-12-29,1166.0,121.0,Q4 2017,Retail,71.12,144,United States,SMB,Rocco Neubert,East,GTX,1096
4477,VBKF5FPB,Hayden Neloms,GTX Plus Basic,Dalttechnology,Won,2017-08-30,2017-09-06,1195.0,7.0,Q3 2017,Software,98.79,96,United States,SMB,Celia Rouche,West,GTX,1096
4479,EFB0NFP3,Jonathan Berthelot,GTX Basic,Genco Pura Olive Oil Company,Won,2017-08-30,2017-12-23,551.0,115.0,Q4 2017,Retail,894.33,1635,Italy,Enterprise,Melvin Marxen,Central,GTX,550
4480,CB0NZYB2,Jonathan Berthelot,GTX Basic,Globex Corporation,Won,2017-08-30,2017-09-08,623.0,9.0,Q3 2017,Technolgy,1223.72,2497,Norway,Enterprise,Melvin Marxen,Central,GTX,550
4484,L40FW06K,Marty Freudenburg,GTX Basic,Condax,Won,2017-08-30,2017-12-22,555.0,114.0,Q4 2017,Medical,4.54,9,United States,SMB,Melvin Marxen,Central,GTX,550
4485,XXXM7BMA,Marty Freudenburg,MG Advanced,Dontechi,Won,2017-08-30,2017-11-14,3703.0,76.0,Q4 2017,Software,4618.0,10083,United States,Enterprise,Melvin Marxen,Central,MG,3393
4486,F7S1OPQS,Maureen Marcano,GTX Plus Basic,Scotfind,Won,2017-08-30,2017-12-13,942.0,105.0,Q4 2017,Software,6354.87,16780,United States,Enterprise,Summer Sewald,West,GTX,1096
4487,U5JFEXOI,Maureen Marcano,GTX Plus Pro,Groovestreet,Won,2017-08-30,2017-12-08,6489.0,100.0,Q4 2017,Retail,223.8,299,United States,SMB,Summer Sewald,West,GTX,5482
4488,9EICLJHY,Rosalina Dieter,MG Special,Sunnamplex,Won,2017-08-30,2017-11-17,63.0,79.0,Q4 2017,Marketing,894.37,1593,Poland,Enterprise,Celia Rouche,West,MG,55
4489,3CS2IXT0,Versie Hillebrand,MG Special,Conecom,Won,2017-08-30,2017-11-16,66.0,78.0,Q4 2017,Technolgy,1520.66,1806,United States,Enterprise,Dustin Brinkmann,Central,MG,55
4490,O9MHRAK6,Vicki Laflamme,GTX Basic,Finjob,Won,2017-08-30,2017-12-14,532.0,106.0,Q4 2017,Employment,2059.9,3644,United States,Enterprise,Celia Rouche,West,GTX,550
4491,KPW4J1CR,Zane Levy,GTX Basic,Dalttechnology,Won,2017-08-30,2017-12-21,503.0,113.0,Q4 2017,Software,98.79,96,United States,SMB,Summer Sewald,West,GTX,550
4492,KAPPUUYY,Anna Snelling,GTX Basic,Zumgoity,Won,2017-08-31,2017-11-24,594.0,85.0,Q4 2017,Medical,441.08,1210,United States,Mid-Market,Dustin Brinkmann,Central,GTX,550
4496,CDAMI76Z,Darcel Schlecht,GTX Plus Pro,Finhigh,Won,2017-08-31,2017-09-10,5293.0,10.0,Q3 2017,Finance,1102.43,1759,United States,Enterprise,Melvin Marxen,Central,GTX,5482
4497,6M77EGH7,Donn Cantrell,MG Advanced,Ganjaflex,Won,2017-08-31,2017-11-26,4456.0,87.0,Q4 2017,Retail,5158.71,17479,Japan,Enterprise,Rocco Neubert,East,MG,3393
4499,GEFQNRF3,Jonathan Berthelot,GTX Basic,Globex Corporation,Won,2017-08-31,2017-12-20,525.0,111.0,Q4 2017,Technolgy,1223.72,2497,Norway,Enterprise,Melvin Marxen,Central,GTX,550
4501,PCQUKUM5,Marty Freudenburg,GTX Plus Pro,Dontechi,Won,2017-08-31,2017-09-16,4809.0,16.0,Q3 2017,Software,4618.0,10083,United States,Enterprise,Melvin Marxen,Central,GTX,5482
4502,MZ987882,Moses Frase,GTX Plus Basic,Warephase,Won,2017-08-31,2017-12-17,1374.0,108.0,Q4 2017,Services,2041.73,5276,United States,Enterprise,Dustin Brinkmann,Central,GTX,1096
4503,02EC1993,Moses Frase,MG Special,Scottech,Won,2017-08-31,2017-11-08,57.0,69.0,Q4 2017,Marketing,45.39,100,United States,SMB,Dustin Brinkmann,Central,MG,55
4504,UQCPNZO1,Versie Hillebrand,GTX Basic,Zumgoity,Won,2017-08-31,2017-09-15,552.0,15.0,Q3 2017,Medical,441.08,1210,United States,Mid-Market,Dustin Brinkmann,Central,GTX,550
4505,0NP0XPLQ,Versie Hillebrand,MG Special,Toughzap,Won,2017-08-31,2017-09-03,59.0,3.0,Q3 2017,Retail,332.43,799,United States,Mid-Market,Dustin Brinkmann,Central,MG,55
4506,S2WRH3QA,Versie Hillebrand,MG Advanced,Betatech,Won,2017-08-31,2017-09-30,4011.0,30.0,Q3 2017,Medical,647.18,1185,Kenya,Mid-Market,Dustin Brinkmann,Central,MG,3393
4507,QJV1UWL5,Vicki Laflamme,MG Special,Rantouch,Won,2017-08-31,2017-12-20,54.0,111.0,Q4 2017,Telecommunications,1188.42,3015,United States,Enterprise,Celia Rouche,West,MG,55
4508,GNAX12Z6,Vicki Laflamme,MG Advanced,Green-Plus,Won,2017-08-31,2017-09-07,3337.0,7.0,Q3 2017,Services,692.19,1922,United States,Enterprise,Celia Rouche,West,MG,3393
4509,62NZ0THZ,Violet Mclelland,MG Special,Yearin,Won,2017-08-31,2017-09-22,60.0,22.0,Q3 2017,Retail,2261.05,3851,United States,Enterprise,Cara Losch,East,MG,55
4510,PSKWV2JJ,Zane Levy,GTX Plus Basic,Blackzim,Won,2017-08-31,2017-11-19,1011.0,80.0,Q4 2017,Retail,497.11,1588,United States,Enterprise,Summer Sewald,West,GTX,1096
4511,05HLE3JL,Anna Snelling,GTX Basic,Stanredtax,Won,2017-09-01,2017-12-03,514.0,93.0,Q4 2017,Finance,1698.2,3798,United States,Enterprise,Dustin Brinkmann,Central,GTX,550
4512,CAF97SA2,Anna Snelling,GTX Plus Basic,Streethex,Won,2017-09-01,2017-11-13,1060.0,73.0,Q4 2017,Retail,1376.8,1165,Belgium,Mid-Market,Dustin Brinkmann,Central,GTX,1096
4513,AAFPTXEB,Anna Snelling,MG Special,Treequote,Won,2017-09-01,2017-11-08,58.0,68.0,Q4 2017,Telecommunications,5266.09,8595,United States,Enterprise,Dustin Brinkmann,Central,MG,55
4516,BTT2TM8O,Gladys Colclough,MG Advanced,Warephase,Won,2017-09-01,2017-11-06,3447.0,66.0,Q4 2017,Services,2041.73,5276,United States,Enterprise,Melvin Marxen,Central,MG,3393
4517,FYNL84HO,James Ascencio,GTX Plus Pro,Doncon,Won,2017-09-01,2017-11-13,6101.0,73.0,Q4 2017,Technolgy,587.72,1501,United States,Enterprise,Summer Sewald,West,GTX,5482
4518,ZBB9CDO4,Kami Bicknell,GTX Plus Basic,J-Texon,Won,2017-09-01,2017-09-18,1088.0,17.0,Q3 2017,Retail,1388.67,3583,United States,Enterprise,Summer Sewald,West,GTX,1096
4519,IV5UVG0R,Kami Bicknell,GTX Plus Pro,Sunnamplex,Won,2017-09-01,2017-09-17,5431.0,16.0,Q3 2017,Marketing,894.37,1593,Poland,Enterprise,Summer Sewald,West,GTX,5482
4520,TDHFX8SC,Kami Bicknell,MG Special,Hottechi,Won,2017-09-01,2017-12-13,50.0,103.0,Q4 2017,Technolgy,8170.38,16499,Korea,Enterprise,Summer Sewald,West,MG,55
4521,7OXU784Y,Kami Bicknell,MG Special,Konex,Won,2017-09-01,2017-11-25,62.0,85.0,Q4 2017,Technolgy,7708.38,13756,United States,Enterprise,Summer Sewald,West,MG,55
4522,MA6F51AR,Kary Hendrixson,MG Special,Zoomit,Won,2017-09-01,2017-11-29,57.0,89.0,Q4 2017,Entertainment,324.19,978,United States,Mid-Market,Summer Sewald,West,MG,55
4523,WDT43Q6O,Niesha Huffines,GTX Plus Basic,Zumgoity,Won,2017-09-01,2017-09-14,1098.0,13.0,Q3 2017,Medical,441.08,1210,United States,Mid-Market,Melvin Marxen,Central,GTX,1096
4524,XKYHE3OH,Rosie Papadopoulos,GTX Plus Basic,Umbrella Corporation,Won,2017-09-01,2017-11-16,975.0,76.0,Q4 2017,Finance,2022.14,5113,United States,Enterprise,Cara Losch,East,GTX,1096
4525,R65NL57V,Rosie Papadopoulos,MG Special,Plussunin,Won,2017-09-01,2017-11-05,56.0,65.0,Q4 2017,Retail,1419.98,4018,United States,Enterprise,Cara Losch,East,MG,55
4526,AKBRVLRZ,Versie Hillebrand,MG Special,Globex Corporation,Won,2017-09-01,2017-09-14,63.0,13.0,Q3 2017,Technolgy,1223.72,2497,Norway,Enterprise,Dustin Brinkmann,Central,MG,55
4527,8FZ7CWPP,Versie Hillebrand,MG Special,Isdom,Won,2017-09-01,2017-09-11,61.0,10.0,Q3 2017,Medical,3178.24,4540,United States,Enterprise,Dustin Brinkmann,Central,MG,55
4528,EQPGDVWK,Zane Levy,GTX Basic,Labdrill,Won,2017-09-01,2017-12-03,614.0,93.0,Q4 2017,Medical,2741.37,9226,United States,Enterprise,Summer Sewald,West,GTX,550
4531,XO8TRDKK,Garret Kinder,MG Special,Acme Corporation,Won,2017-09-02,2017-09-17,57.0,15.0,Q3 2017,Technolgy,1100.04,2822,United States,Enterprise,Cara Losch,East,MG,55
4532,74YNCNQM,Gladys Colclough,MG Special,Domzoom,Won,2017-09-02,2017-12-04,58.0,93.0,Q4 2017,Entertainment,217.87,551,United States,SMB,Melvin Marxen,Central,MG,55
4534,SS0ZF7SG,Hayden Neloms,MG Advanced,Goodsilron,Won,2017-09-02,2017-12-15,3482.0,104.0,Q4 2017,Marketing,2952.73,5107,United States,Enterprise,Celia Rouche,West,MG,3393
4537,ZP5Q4YUJ,James Ascencio,GTX Basic,Plusstrip,Won,2017-09-02,2017-11-24,529.0,83.0,Q4 2017,Entertainment,349.81,315,United States,SMB,Summer Sewald,West,GTX,550
4539,HEZ8H6MK,Kary Hendrixson,GTX Basic,Plusstrip,Won,2017-09-02,2017-11-08,505.0,67.0,Q4 2017,Entertainment,349.81,315,United States,SMB,Summer Sewald,West,GTX,550
4540,50AWO49B,Markita Hansen,GTX Basic,Sonron,Won,2017-09-02,2017-12-27,456.0,116.0,Q4 2017,Telecommunications,1699.85,5108,United States,Enterprise,Celia Rouche,West,GTX,550
4545,8OMML4E8,Vicki Laflamme,GTX Basic,Lexiqvolax,Won,2017-09-02,2017-09-16,555.0,14.0,Q3 2017,Medical,1618.89,3889,United States,Enterprise,Celia Rouche,West,GTX,550
4546,283Y9ULR,Vicki Laflamme,MG Special,Konex,Won,2017-09-02,2017-09-23,47.0,21.0,Q3 2017,Technolgy,7708.38,13756,United States,Enterprise,Celia Rouche,West,MG,55
4547,C0LNV4PU,Zane Levy,GTX Basic,Finjob,Won,2017-09-02,2017-12-04,585.0,93.0,Q4 2017,Employment,2059.9,3644,United States,Enterprise,Summer Sewald,West,GTX,550
4548,YB6UP71G,Anna Snelling,MG Special,Bioholding,Won,2017-09-03,2017-09-06,64.0,3.0,Q3 2017,Medical,587.34,1356,Philipines,Mid-Market,Dustin Brinkmann,Central,MG,55
4549,A30VAQHM,Anna Snelling,MG Special,Inity,Won,2017-09-03,2017-11-21,58.0,79.0,Q4 2017,Marketing,2403.58,8801,United States,Enterprise,Dustin Brinkmann,Central,MG,55
4550,ZH2TBHVZ,Donn Cantrell,GTX Basic,Gekko & Co,Won,2017-09-03,2017-09-08,635.0,5.0,Q3 2017,Retail,2520.83,3502,United States,Enterprise,Rocco Neubert,East,GTX,550
4551,9868N4GB,Donn Cantrell,MG Advanced,Xx-zobam,Won,2017-09-03,2017-12-14,3595.0,102.0,Q4 2017,Entertainment,3838.39,8274,United States,Enterprise,Rocco Neubert,East,MG,3393
4553,4KVZVHNN,James Ascencio,GTX Basic,Hatfan,Won,2017-09-03,2017-09-14,524.0,11.0,Q3 2017,Services,792.46,1299,United States,Mid-Market,Summer Sewald,West,GTX,550
4554,ULWQ61OZ,James Ascencio,MG Special,Nam-zim,Won,2017-09-03,2017-12-06,54.0,94.0,Q4 2017,Services,405.59,1179,Brazil,Mid-Market,Summer Sewald,West,MG,55
4555,OPFBXGFV,Markita Hansen,MG Special,Scotfind,Won,2017-09-03,2017-12-12,50.0,100.0,Q4 2017,Software,6354.87,16780,United States,Enterprise,Celia Rouche,West,MG,55
4556,UCV49FYZ,Maureen Marcano,GTX Plus Pro,Nam-zim,Won,2017-09-03,2017-09-09,6656.0,6.0,Q3 2017,Services,405.59,1179,Brazil,Mid-Market,Summer Sewald,West,GTX,5482
